,Content ID,Score,Reaction Type,Datetime,Content Type,Category
6814,b4c71928-99f0-4f1e-bdff-3d99c16113ac,70,cherish,28-03-2021 10:46,video,travel
6815,b4c71928-99f0-4f1e-bdff-3d99c16113ac,70,cherish,07-07-2020 03:52,video,travel
6816,b4c71928-99f0-4f1e-bdff-3d99c16113ac,12,worried,06-07-2020 06:09,video,travel
6817,b4c71928-99f0-4f1e-bdff-3d99c16113ac,65,love,04-09-2020 02:22,video,travel
6818,b4c71928-99f0-4f1e-bdff-3d99c16113ac,12,worried,22-04-2021 07:11,video,travel
6819,b4c71928-99f0-4f1e-bdff-3d99c16113ac,35,peeking,23-08-2020 22:21,video,travel
6820,b4c71928-99f0-4f1e-bdff-3d99c16113ac,15,scared,06-12-2020 10:44,video,travel
6821,b4c71928-99f0-4f1e-bdff-3d99c16113ac,70,want,18-01-2021 09:07,video,travel
6822,b4c71928-99f0-4f1e-bdff-3d99c16113ac,30,interested,04-03-2021 14:50,video,travel
6823,b4c71928-99f0-4f1e-bdff-3d99c16113ac,15,scared,05-08-2020 09:19,video,travel
6824,b4c71928-99f0-4f1e-bdff-3d99c16113ac,65,love,27-12-2020 05:50,video,travel
6825,b4c71928-99f0-4f1e-bdff-3d99c16113ac,70,want,06-02-2021 06:55,video,travel
6826,b4c71928-99f0-4f1e-bdff-3d99c16113ac,10,dislike,02-05-2021 04:11,video,travel
6827,b4c71928-99f0-4f1e-bdff-3d99c16113ac,35,peeking,23-01-2021 21:49,video,travel
6828,b4c71928-99f0-4f1e-bdff-3d99c16113ac,15,scared,11-04-2021 14:08,video,travel
6829,b4c71928-99f0-4f1e-bdff-3d99c16113ac,20,indifferent,07-04-2021 11:37,video,travel
6830,b4c71928-99f0-4f1e-bdff-3d99c16113ac,45,intrigued,19-11-2020 08:00,video,travel
6831,b4c71928-99f0-4f1e-bdff-3d99c16113ac,75,super love,07-04-2021 07:57,video,travel
6832,b4c71928-99f0-4f1e-bdff-3d99c16113ac,72,adore,14-03-2021 03:39,video,travel
6833,b4c71928-99f0-4f1e-bdff-3d99c16113ac,0,disgust,08-08-2020 01:43,video,travel
6834,b4c71928-99f0-4f1e-bdff-3d99c16113ac,20,indifferent,02-05-2021 21:34,video,travel
6835,b4c71928-99f0-4f1e-bdff-3d99c16113ac,35,peeking,14-08-2020 11:05,video,travel
6836,b4c71928-99f0-4f1e-bdff-3d99c16113ac,10,dislike,20-11-2020 18:47,video,travel
6838,c7b02507-18a2-4169-91f1-4fc727c8bc03,70,cherish,13-02-2021 08:31,GIF,dogs
6839,c7b02507-18a2-4169-91f1-4fc727c8bc03,72,adore,18-08-2020 08:58,GIF,dogs
6840,c7b02507-18a2-4169-91f1-4fc727c8bc03,60,heart,28-10-2020 16:20,GIF,dogs
6841,c7b02507-18a2-4169-91f1-4fc727c8bc03,10,dislike,22-05-2021 17:28,GIF,dogs
6842,c7b02507-18a2-4169-91f1-4fc727c8bc03,50,like,07-05-2021 12:56,GIF,dogs
6843,c7b02507-18a2-4169-91f1-4fc727c8bc03,72,adore,09-04-2021 16:19,GIF,dogs
6844,c7b02507-18a2-4169-91f1-4fc727c8bc03,20,indifferent,14-06-2021 02:11,GIF,dogs
6845,c7b02507-18a2-4169-91f1-4fc727c8bc03,12,worried,22-01-2021 13:40,GIF,dogs
6846,c7b02507-18a2-4169-91f1-4fc727c8bc03,15,scared,18-02-2021 02:31,GIF,dogs
6847,c7b02507-18a2-4169-91f1-4fc727c8bc03,72,adore,24-07-2020 06:24,GIF,dogs
6848,c7b02507-18a2-4169-91f1-4fc727c8bc03,70,cherish,17-09-2020 13:34,GIF,dogs
6849,c7b02507-18a2-4169-91f1-4fc727c8bc03,50,like,16-12-2020 06:19,GIF,dogs
6850,c7b02507-18a2-4169-91f1-4fc727c8bc03,70,want,06-10-2020 05:14,GIF,dogs
6851,c7b02507-18a2-4169-91f1-4fc727c8bc03,70,want,19-01-2021 02:32,GIF,dogs
6852,c7b02507-18a2-4169-91f1-4fc727c8bc03,50,like,11-04-2021 04:20,GIF,dogs
6853,c7b02507-18a2-4169-91f1-4fc727c8bc03,65,love,14-04-2021 02:46,GIF,dogs
6854,c7b02507-18a2-4169-91f1-4fc727c8bc03,5,hate,16-05-2021 19:09,GIF,dogs
6855,c7b02507-18a2-4169-91f1-4fc727c8bc03,72,adore,16-10-2020 16:41,GIF,dogs
6856,c7b02507-18a2-4169-91f1-4fc727c8bc03,12,worried,17-07-2020 17:30,GIF,dogs
6857,c7b02507-18a2-4169-91f1-4fc727c8bc03,15,scared,30-04-2021 04:06,GIF,dogs
6858,c7b02507-18a2-4169-91f1-4fc727c8bc03,35,peeking,08-06-2021 11:23,GIF,dogs
6859,c7b02507-18a2-4169-91f1-4fc727c8bc03,75,super love,25-11-2020 22:43,GIF,dogs
6860,c7b02507-18a2-4169-91f1-4fc727c8bc03,10,dislike,19-08-2020 01:06,GIF,dogs
6861,c7b02507-18a2-4169-91f1-4fc727c8bc03,20,indifferent,30-05-2021 21:33,GIF,dogs
6862,c7b02507-18a2-4169-91f1-4fc727c8bc03,15,scared,21-02-2021 17:42,GIF,dogs
6863,c7b02507-18a2-4169-91f1-4fc727c8bc03,65,love,08-03-2021 15:15,GIF,dogs
6864,c7b02507-18a2-4169-91f1-4fc727c8bc03,30,interested,21-04-2021 00:24,GIF,dogs
6865,c7b02507-18a2-4169-91f1-4fc727c8bc03,60,heart,30-06-2020 08:18,GIF,dogs
6866,c7b02507-18a2-4169-91f1-4fc727c8bc03,70,cherish,06-06-2021 15:48,GIF,dogs
6867,c7b02507-18a2-4169-91f1-4fc727c8bc03,5,hate,22-04-2021 06:16,GIF,dogs
6868,c7b02507-18a2-4169-91f1-4fc727c8bc03,70,want,16-11-2020 14:09,GIF,dogs
6869,c7b02507-18a2-4169-91f1-4fc727c8bc03,30,interested,02-06-2021 21:14,GIF,dogs
6870,c7b02507-18a2-4169-91f1-4fc727c8bc03,30,interested,17-05-2021 02:33,GIF,dogs
6871,c7b02507-18a2-4169-91f1-4fc727c8bc03,20,indifferent,21-08-2020 03:07,GIF,dogs
6872,c7b02507-18a2-4169-91f1-4fc727c8bc03,72,adore,22-12-2020 20:43,GIF,dogs
6873,c7b02507-18a2-4169-91f1-4fc727c8bc03,45,intrigued,05-11-2020 19:01,GIF,dogs
6874,c7b02507-18a2-4169-91f1-4fc727c8bc03,10,dislike,06-03-2021 15:19,GIF,dogs
6875,c7b02507-18a2-4169-91f1-4fc727c8bc03,50,like,19-09-2020 12:00,GIF,dogs
6876,c7b02507-18a2-4169-91f1-4fc727c8bc03,10,dislike,24-05-2021 06:04,GIF,dogs
6877,c7b02507-18a2-4169-91f1-4fc727c8bc03,30,interested,17-11-2020 11:28,GIF,dogs
6878,c7b02507-18a2-4169-91f1-4fc727c8bc03,0,disgust,16-06-2021 09:26,GIF,dogs
6879,c7b02507-18a2-4169-91f1-4fc727c8bc03,70,cherish,19-03-2021 00:47,GIF,dogs
6880,c7b02507-18a2-4169-91f1-4fc727c8bc03,45,intrigued,20-02-2021 08:26,GIF,dogs
6881,c7b02507-18a2-4169-91f1-4fc727c8bc03,45,intrigued,06-10-2020 00:32,GIF,dogs
6883,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,10,dislike,21-04-2021 00:57,video,cooking
6884,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,20,indifferent,22-03-2021 22:19,video,cooking
6885,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,12,worried,08-01-2021 09:47,video,cooking
6886,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,35,peeking,14-06-2021 11:37,video,cooking
6887,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,70,cherish,25-09-2020 07:48,video,cooking
6888,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,5,hate,15-12-2020 04:03,video,cooking
6889,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,10,dislike,06-06-2021 00:03,video,cooking
6890,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,30,interested,15-12-2020 08:15,video,cooking
6891,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,70,cherish,12-08-2020 21:26,video,cooking
6892,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,15,scared,18-06-2020 08:22,video,cooking
6893,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,72,adore,09-09-2020 05:02,video,cooking
6894,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,10,dislike,20-07-2020 00:36,video,cooking
6895,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,72,adore,01-09-2020 04:38,video,cooking
6896,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,72,adore,24-10-2020 07:10,video,cooking
6897,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,72,adore,06-06-2021 17:48,video,cooking
6898,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,20,indifferent,28-12-2020 08:49,video,cooking
6899,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,12,worried,31-03-2021 16:35,video,cooking
6900,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,75,super love,15-02-2021 16:30,video,cooking
6901,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,70,want,30-05-2021 03:53,video,cooking
6902,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,75,super love,22-07-2020 15:05,video,cooking
6903,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,50,like,18-06-2021 07:44,video,cooking
6904,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,20,indifferent,15-07-2020 11:34,video,cooking
6905,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,60,heart,12-10-2020 23:18,video,cooking
6906,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,70,cherish,29-03-2021 13:10,video,cooking
6907,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,0,disgust,18-10-2020 09:01,video,cooking
6908,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,45,intrigued,02-03-2021 03:04,video,cooking
6909,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,12,worried,09-10-2020 22:22,video,cooking
6910,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,45,intrigued,03-08-2020 07:40,video,cooking
6911,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,70,cherish,07-01-2021 05:50,video,cooking
6912,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,35,peeking,02-04-2021 18:17,video,cooking
6913,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,60,heart,24-07-2020 10:44,video,cooking
6914,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,50,like,04-03-2021 09:56,video,cooking
6915,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,0,disgust,05-10-2020 10:06,video,cooking
6916,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,10,dislike,13-11-2020 13:14,video,cooking
6917,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,60,heart,12-05-2021 07:46,video,cooking
6918,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,45,intrigued,08-04-2021 18:51,video,cooking
6920,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,60,heart,05-10-2020 14:11,photo,dogs
6921,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,72,adore,15-03-2021 13:29,photo,dogs
6922,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,15,scared,14-04-2021 08:02,photo,dogs
6924,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,45,intrigued,17-04-2021 21:34,photo,education
6925,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,5,hate,04-06-2021 07:36,photo,education
6926,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,50,like,16-08-2020 17:41,photo,education
6927,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,70,cherish,24-01-2021 13:02,photo,education
6928,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,10,dislike,06-10-2020 11:33,photo,education
6929,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,60,heart,20-08-2020 08:30,photo,education
6930,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,10,dislike,11-03-2021 04:40,photo,education
6931,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,5,hate,04-09-2020 01:10,photo,education
6932,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,75,super love,20-08-2020 02:36,photo,education
6933,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,0,disgust,25-06-2020 08:01,photo,education
6934,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,65,love,17-05-2021 00:24,photo,education
6935,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,45,intrigued,12-01-2021 23:27,photo,education
6936,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,75,super love,30-10-2020 19:28,photo,education
6937,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,60,heart,18-07-2020 00:22,photo,education
6938,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,65,love,24-12-2020 07:20,photo,education
6939,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,12,worried,19-05-2021 23:15,photo,education
6940,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,10,dislike,20-04-2021 01:40,photo,education
6941,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,0,disgust,14-01-2021 23:43,photo,education
6942,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,70,cherish,30-09-2020 11:35,photo,education
6943,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,65,love,12-07-2020 18:58,photo,education
6944,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,5,hate,25-02-2021 04:44,photo,education
6945,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,50,like,13-05-2021 22:30,photo,education
6946,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,45,intrigued,04-04-2021 17:33,photo,education
6947,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,75,super love,23-10-2020 04:37,photo,education
6948,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,60,heart,19-01-2021 01:39,photo,education
6949,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,20,indifferent,08-08-2020 06:50,photo,education
6950,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,10,dislike,22-07-2020 10:41,photo,education
6951,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,5,hate,11-02-2021 23:27,photo,education
6952,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,30,interested,17-03-2021 13:05,photo,education
6953,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,45,intrigued,05-07-2020 10:58,photo,education
6954,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,0,disgust,03-10-2020 06:16,photo,education
6955,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,15,scared,24-04-2021 23:59,photo,education
6956,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,5,hate,02-07-2020 07:01,photo,education
6957,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,70,cherish,06-09-2020 11:23,photo,education
6958,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,15,scared,26-03-2021 21:23,photo,education
6960,990ad477-b9eb-4ea6-9ec8-3f941f53b758,35,peeking,05-10-2020 15:04,audio,animals
6961,990ad477-b9eb-4ea6-9ec8-3f941f53b758,75,super love,17-09-2020 08:48,audio,animals
6962,990ad477-b9eb-4ea6-9ec8-3f941f53b758,75,super love,11-07-2020 18:21,audio,animals
6963,990ad477-b9eb-4ea6-9ec8-3f941f53b758,60,heart,23-02-2021 09:52,audio,animals
6964,990ad477-b9eb-4ea6-9ec8-3f941f53b758,75,super love,11-07-2020 20:21,audio,animals
6965,990ad477-b9eb-4ea6-9ec8-3f941f53b758,45,intrigued,08-01-2021 01:50,audio,animals
6966,990ad477-b9eb-4ea6-9ec8-3f941f53b758,10,dislike,11-05-2021 00:50,audio,animals
6967,990ad477-b9eb-4ea6-9ec8-3f941f53b758,45,intrigued,21-07-2020 11:11,audio,animals
6968,990ad477-b9eb-4ea6-9ec8-3f941f53b758,70,want,18-03-2021 21:54,audio,animals
6969,990ad477-b9eb-4ea6-9ec8-3f941f53b758,10,dislike,09-10-2020 00:37,audio,animals
6970,990ad477-b9eb-4ea6-9ec8-3f941f53b758,0,disgust,28-01-2021 15:29,audio,animals
6971,990ad477-b9eb-4ea6-9ec8-3f941f53b758,0,disgust,18-01-2021 14:56,audio,animals
6972,990ad477-b9eb-4ea6-9ec8-3f941f53b758,5,hate,30-08-2020 21:38,audio,animals
6973,990ad477-b9eb-4ea6-9ec8-3f941f53b758,70,want,13-05-2021 20:31,audio,animals
6974,990ad477-b9eb-4ea6-9ec8-3f941f53b758,35,peeking,18-07-2020 23:38,audio,animals
6975,990ad477-b9eb-4ea6-9ec8-3f941f53b758,10,dislike,07-02-2021 07:30,audio,animals
6976,990ad477-b9eb-4ea6-9ec8-3f941f53b758,30,interested,21-08-2020 14:31,audio,animals
6977,990ad477-b9eb-4ea6-9ec8-3f941f53b758,10,dislike,07-12-2020 14:04,audio,animals
6978,990ad477-b9eb-4ea6-9ec8-3f941f53b758,70,want,14-06-2021 22:04,audio,animals
6979,990ad477-b9eb-4ea6-9ec8-3f941f53b758,0,disgust,09-01-2021 14:01,audio,animals
6981,2240bbde-db67-4d73-b885-f0117b4b2080,60,heart,14-08-2020 02:22,video,food
6982,2240bbde-db67-4d73-b885-f0117b4b2080,70,cherish,24-11-2020 19:42,video,food
6983,2240bbde-db67-4d73-b885-f0117b4b2080,60,heart,24-04-2021 07:04,video,food
6984,2240bbde-db67-4d73-b885-f0117b4b2080,72,adore,21-11-2020 08:10,video,food
6985,2240bbde-db67-4d73-b885-f0117b4b2080,12,worried,13-03-2021 07:25,video,food
6986,2240bbde-db67-4d73-b885-f0117b4b2080,70,want,29-09-2020 07:25,video,food
6987,2240bbde-db67-4d73-b885-f0117b4b2080,50,like,21-01-2021 21:18,video,food
6988,2240bbde-db67-4d73-b885-f0117b4b2080,30,interested,10-12-2020 21:56,video,food
6989,2240bbde-db67-4d73-b885-f0117b4b2080,30,interested,21-03-2021 15:45,video,food
6990,2240bbde-db67-4d73-b885-f0117b4b2080,35,peeking,05-10-2020 17:05,video,food
6991,2240bbde-db67-4d73-b885-f0117b4b2080,45,intrigued,01-01-2021 01:27,video,food
6992,2240bbde-db67-4d73-b885-f0117b4b2080,5,hate,13-06-2021 06:09,video,food
6993,2240bbde-db67-4d73-b885-f0117b4b2080,72,adore,10-06-2021 14:11,video,food
6994,2240bbde-db67-4d73-b885-f0117b4b2080,45,intrigued,30-03-2021 23:22,video,food
6995,2240bbde-db67-4d73-b885-f0117b4b2080,35,peeking,05-12-2020 09:08,video,food
6996,2240bbde-db67-4d73-b885-f0117b4b2080,30,interested,26-07-2020 22:00,video,food
6997,2240bbde-db67-4d73-b885-f0117b4b2080,0,disgust,04-09-2020 23:32,video,food
6998,2240bbde-db67-4d73-b885-f0117b4b2080,20,indifferent,02-11-2020 00:56,video,food
6999,2240bbde-db67-4d73-b885-f0117b4b2080,5,hate,13-02-2021 08:43,video,food
7000,2240bbde-db67-4d73-b885-f0117b4b2080,35,peeking,26-07-2020 04:29,video,food
7001,2240bbde-db67-4d73-b885-f0117b4b2080,15,scared,13-10-2020 15:00,video,food
7002,2240bbde-db67-4d73-b885-f0117b4b2080,45,intrigued,23-07-2020 12:41,video,food
7003,2240bbde-db67-4d73-b885-f0117b4b2080,72,adore,14-01-2021 19:28,video,food
7004,2240bbde-db67-4d73-b885-f0117b4b2080,15,scared,22-10-2020 20:31,video,food
7005,2240bbde-db67-4d73-b885-f0117b4b2080,65,love,07-01-2021 21:54,video,food
7006,2240bbde-db67-4d73-b885-f0117b4b2080,50,like,02-06-2021 18:58,video,food
7007,2240bbde-db67-4d73-b885-f0117b4b2080,70,want,20-04-2021 12:48,video,food
7008,2240bbde-db67-4d73-b885-f0117b4b2080,70,want,17-03-2021 19:28,video,food
7010,8338222c-c31f-40f3-883c-44125f36bae8,0,disgust,15-09-2020 10:38,video,education
7011,8338222c-c31f-40f3-883c-44125f36bae8,12,worried,19-02-2021 18:32,video,education
7012,8338222c-c31f-40f3-883c-44125f36bae8,50,like,18-12-2020 07:15,video,education
7013,8338222c-c31f-40f3-883c-44125f36bae8,50,like,25-10-2020 10:02,video,education
7014,8338222c-c31f-40f3-883c-44125f36bae8,70,cherish,28-05-2021 18:04,video,education
7015,8338222c-c31f-40f3-883c-44125f36bae8,10,dislike,19-04-2021 23:56,video,education
7016,8338222c-c31f-40f3-883c-44125f36bae8,10,dislike,18-05-2021 14:59,video,education
7017,8338222c-c31f-40f3-883c-44125f36bae8,50,like,27-06-2020 06:46,video,education
7018,8338222c-c31f-40f3-883c-44125f36bae8,30,interested,21-02-2021 22:08,video,education
7019,8338222c-c31f-40f3-883c-44125f36bae8,75,super love,15-12-2020 11:03,video,education
7020,8338222c-c31f-40f3-883c-44125f36bae8,35,peeking,15-05-2021 15:11,video,education
7021,8338222c-c31f-40f3-883c-44125f36bae8,70,cherish,25-06-2020 15:00,video,education
7022,8338222c-c31f-40f3-883c-44125f36bae8,65,love,14-11-2020 20:04,video,education
7023,8338222c-c31f-40f3-883c-44125f36bae8,65,love,21-06-2020 21:46,video,education
7024,8338222c-c31f-40f3-883c-44125f36bae8,30,interested,09-11-2020 23:13,video,education
7025,8338222c-c31f-40f3-883c-44125f36bae8,70,want,24-03-2021 17:42,video,education
7026,8338222c-c31f-40f3-883c-44125f36bae8,15,scared,19-03-2021 07:09,video,education
7027,8338222c-c31f-40f3-883c-44125f36bae8,5,hate,27-03-2021 03:16,video,education
7028,8338222c-c31f-40f3-883c-44125f36bae8,5,hate,22-04-2021 01:00,video,education
7029,8338222c-c31f-40f3-883c-44125f36bae8,75,super love,23-08-2020 07:28,video,education
7030,8338222c-c31f-40f3-883c-44125f36bae8,5,hate,21-01-2021 02:01,video,education
7031,8338222c-c31f-40f3-883c-44125f36bae8,10,dislike,26-09-2020 20:23,video,education
7032,8338222c-c31f-40f3-883c-44125f36bae8,20,indifferent,11-06-2021 23:12,video,education
7033,8338222c-c31f-40f3-883c-44125f36bae8,65,love,18-03-2021 02:05,video,education
7034,8338222c-c31f-40f3-883c-44125f36bae8,65,love,26-02-2021 06:45,video,education
7035,8338222c-c31f-40f3-883c-44125f36bae8,10,dislike,31-12-2020 18:23,video,education
7036,8338222c-c31f-40f3-883c-44125f36bae8,5,hate,15-02-2021 14:21,video,education
7037,8338222c-c31f-40f3-883c-44125f36bae8,10,dislike,01-05-2021 06:21,video,education
7038,8338222c-c31f-40f3-883c-44125f36bae8,10,dislike,02-06-2021 07:52,video,education
7039,8338222c-c31f-40f3-883c-44125f36bae8,20,indifferent,05-06-2021 23:16,video,education
7040,8338222c-c31f-40f3-883c-44125f36bae8,10,dislike,29-07-2020 17:56,video,education
7041,8338222c-c31f-40f3-883c-44125f36bae8,30,interested,08-05-2021 06:13,video,education
7042,8338222c-c31f-40f3-883c-44125f36bae8,60,heart,30-08-2020 19:26,video,education
7043,8338222c-c31f-40f3-883c-44125f36bae8,20,indifferent,21-11-2020 01:41,video,education
7044,8338222c-c31f-40f3-883c-44125f36bae8,45,intrigued,12-03-2021 07:55,video,education
7046,59bb59ce-776b-4d28-85ee-c0d71c690b6a,50,like,31-07-2020 00:06,audio,animals
7047,59bb59ce-776b-4d28-85ee-c0d71c690b6a,60,heart,04-11-2020 16:30,audio,animals
7048,59bb59ce-776b-4d28-85ee-c0d71c690b6a,45,intrigued,06-03-2021 09:50,audio,animals
7049,59bb59ce-776b-4d28-85ee-c0d71c690b6a,72,adore,15-08-2020 15:27,audio,animals
7050,59bb59ce-776b-4d28-85ee-c0d71c690b6a,0,disgust,03-06-2021 18:43,audio,animals
7051,59bb59ce-776b-4d28-85ee-c0d71c690b6a,20,indifferent,21-04-2021 01:10,audio,animals
7052,59bb59ce-776b-4d28-85ee-c0d71c690b6a,10,dislike,12-06-2021 23:35,audio,animals
7053,59bb59ce-776b-4d28-85ee-c0d71c690b6a,60,heart,24-05-2021 17:24,audio,animals
7054,59bb59ce-776b-4d28-85ee-c0d71c690b6a,20,indifferent,20-04-2021 04:25,audio,animals
7055,59bb59ce-776b-4d28-85ee-c0d71c690b6a,50,like,13-10-2020 12:18,audio,animals
7056,59bb59ce-776b-4d28-85ee-c0d71c690b6a,75,super love,10-04-2021 09:23,audio,animals
7057,59bb59ce-776b-4d28-85ee-c0d71c690b6a,50,like,20-08-2020 10:30,audio,animals
7058,59bb59ce-776b-4d28-85ee-c0d71c690b6a,0,disgust,10-04-2021 03:14,audio,animals
7059,59bb59ce-776b-4d28-85ee-c0d71c690b6a,15,scared,24-06-2020 06:25,audio,animals
7060,59bb59ce-776b-4d28-85ee-c0d71c690b6a,70,want,06-08-2020 10:31,audio,animals
7061,59bb59ce-776b-4d28-85ee-c0d71c690b6a,30,interested,07-08-2020 04:01,audio,animals
7062,59bb59ce-776b-4d28-85ee-c0d71c690b6a,70,cherish,23-09-2020 04:51,audio,animals
7063,59bb59ce-776b-4d28-85ee-c0d71c690b6a,30,interested,07-02-2021 12:44,audio,animals
7064,59bb59ce-776b-4d28-85ee-c0d71c690b6a,15,scared,16-03-2021 20:01,audio,animals
7065,59bb59ce-776b-4d28-85ee-c0d71c690b6a,30,interested,23-02-2021 03:18,audio,animals
7066,59bb59ce-776b-4d28-85ee-c0d71c690b6a,75,super love,27-08-2020 17:38,audio,animals
7067,59bb59ce-776b-4d28-85ee-c0d71c690b6a,15,scared,18-09-2020 05:35,audio,animals
7068,59bb59ce-776b-4d28-85ee-c0d71c690b6a,35,peeking,02-07-2020 02:54,audio,animals
7069,59bb59ce-776b-4d28-85ee-c0d71c690b6a,20,indifferent,09-02-2021 14:53,audio,animals
7070,59bb59ce-776b-4d28-85ee-c0d71c690b6a,45,intrigued,30-04-2021 10:40,audio,animals
7071,59bb59ce-776b-4d28-85ee-c0d71c690b6a,45,intrigued,15-05-2021 02:03,audio,animals
7072,59bb59ce-776b-4d28-85ee-c0d71c690b6a,15,scared,16-03-2021 15:44,audio,animals
7073,59bb59ce-776b-4d28-85ee-c0d71c690b6a,15,scared,22-03-2021 09:22,audio,animals
7074,59bb59ce-776b-4d28-85ee-c0d71c690b6a,12,worried,28-10-2020 02:50,audio,animals
7075,59bb59ce-776b-4d28-85ee-c0d71c690b6a,20,indifferent,12-02-2021 02:42,audio,animals
7076,59bb59ce-776b-4d28-85ee-c0d71c690b6a,15,scared,17-12-2020 12:02,audio,animals
7077,59bb59ce-776b-4d28-85ee-c0d71c690b6a,75,super love,21-09-2020 14:53,audio,animals
7078,59bb59ce-776b-4d28-85ee-c0d71c690b6a,72,adore,17-01-2021 01:40,audio,animals
7079,59bb59ce-776b-4d28-85ee-c0d71c690b6a,75,super love,16-08-2020 06:25,audio,animals
7080,59bb59ce-776b-4d28-85ee-c0d71c690b6a,70,cherish,10-06-2021 19:12,audio,animals
7081,59bb59ce-776b-4d28-85ee-c0d71c690b6a,12,worried,15-12-2020 05:27,audio,animals
7082,59bb59ce-776b-4d28-85ee-c0d71c690b6a,30,interested,08-01-2021 12:29,audio,animals
7083,59bb59ce-776b-4d28-85ee-c0d71c690b6a,5,hate,05-07-2020 04:21,audio,animals
7084,59bb59ce-776b-4d28-85ee-c0d71c690b6a,72,adore,11-01-2021 03:34,audio,animals
7085,59bb59ce-776b-4d28-85ee-c0d71c690b6a,0,disgust,10-02-2021 02:33,audio,animals
